paperId,title,abstract,year,venue,url,label
1514e372d0fa7d3fa7a6c9f2f4adc144a4403f9b,Dual Cloud Bibliographic Network Model for Citation Recommendation Systems,"Finding relevant and appropriate papers for citation is becoming more and more difficult for researchers as a result of the exponential growth in the number of scientific papers. To tackle this problem, citation recommendations have been developed, aiming to provide a curated selection of relevant reference papers tailored to a specific manuscript. Citation recommendation algorithms could raise privacy concerns, particularly when working with sensitive or personal data. In this paper, we propose a dual cloud-based bibliographic network representation (BNR) model for effective recommendation and to ensure data protection. The BNR model in the proposed work deals with the relationships, paper-to-paper, paper-author, paper-key terms, etc. The system is evaluated with academic corpus namely ACM, AAN, and DBLP. The system proposes a privacy-preserved BNR citation recommendation approach that outperforms previous citation recommendation approaches by a wide margin.",2023,International Conference on Interaction Sciences,https://www.semanticscholar.org/paper/1514e372d0fa7d3fa7a6c9f2f4adc144a4403f9b,citation_recommendation
712f5b94747fa8f5c4f0ca2a7b373dffd28eebfe,Collaborative Filtering With Network Representation Learning for Citation Recommendation,"Citation recommendation plays an important role in the context of scholarly big data, where finding relevant papers has become more difficult because of information overload. Applying traditional collaborative filtering (CF) to citation recommendation is challenging due to the cold start problem and the lack of paper ratings. To address these challenges, in this article, we propose a collaborative filtering with network representation learning framework for citation recommendation, namely CNCRec, which is a hybrid user-based CF considering both paper content and network topology. It aims at recommending citations in heterogeneous academic information networks. CNCRec creates the paper rating matrix based on attributed citation network representation learning, where the attributes are topics extracted from the paper text information. Meanwhile, the learned representations of attributed collaboration network is utilized to improve the selection of nearest neighbors. By harnessing the power of network representation learning, CNCRec is able to make full use of the whole citation network topology compared with previous context-aware network-based models. Extensive experiments on both DBLP and APS datasets show that the proposed method outperforms state-of-the-art methods in terms of precision, recall, and MRR (Mean Reciprocal Rank). Moreover, CNCRec can better solve the data sparsity problem compared with other CF-based baselines.",2022,IEEE Transactions on Big Data,https://www.semanticscholar.org/paper/712f5b94747fa8f5c4f0ca2a7b373dffd28eebfe,citation_recommendation
d764e8b786c20e447792ae17b184675cad87bbba,Context-aware legal citation recommendation using deep learning,"Lawyers and judges spend a large amount of time researching the proper legal authority to cite while drafting decisions. In this paper, we develop a citation recommendation tool that can help improve efficiency in the process of opinion drafting. We train four types of machine learning models, including a citation-list based method (collaborative filtering) and three context-based methods (text similarity, BiLSTM and RoBERTa classifiers). Our experiments show that leveraging local textual context improves recommendation, and that deep neural models achieve decent performance. We show that non-deep text-based methods benefit from access to structured case metadata, but deep models only benefit from such access when predicting from context of insufficient length. We also find that, even after extensive training, RoBERTa does not outperform a recurrent neural model, despite its benefits of pretraining. Our behavior analysis of the RoBERTa model further shows that predictive performance is stable across time and citation classes.",2021,International Conference on Artificial Intelligence and Law,https://www.semanticscholar.org/paper/d764e8b786c20e447792ae17b184675cad87bbba,citation_recommendation
7a1e3f1435cb0cdb2b67e9ea037617a424c9294f,Local Citation Recommendation with Hierarchical-Attention Text Encoder and SciBERT-based Reranking,"The goal of local citation recommendation is to recommend a missing reference from the local citation context and optionally also from the global context. To balance the tradeoff between speed and accuracy of citation recommendation in the context of a large-scale paper database, a viable approach is to first prefetch a limited number of relevant documents using efficient ranking methods and then to perform a fine-grained reranking using more sophisticated models. In that vein, BM25 has been found to be a tough-to-beat approach to prefetching, which is why recent work has focused mainly on the reranking step. Even so, we explore prefetching with nearest neighbor search among text embeddings constructed by a hierarchical attention network. When coupled with a SciBERT reranker fine-tuned on local citation recommendation tasks, our hierarchical Attention encoder (HAtten) achieves high prefetch recall for a given number of candidates to be reranked. Consequently, our reranker requires fewer prefetch candidates to rerank, yet still achieves state-of-the-art performance on various local citation recommendation datasets such as ACL-200, FullTextPeerRead, RefSeer, and arXiv.",2021,European Conference on Information Retrieval,https://www.semanticscholar.org/paper/7a1e3f1435cb0cdb2b67e9ea037617a424c9294f,citation_recommendation
4e649c47486318816f2fb3d0990cd51705e87712,Graph Neural Collaborative Topic Model for Citation Recommendation,"Due to the overload of published scientific articles, citation recommendation has long been a critical research problem for automatically recommending the most relevant citations of given articles. Relational topic models (RTMs) have shown promise on citation prediction via joint modeling of document contents and citations. However, existing RTMs can only capture pairwise or direct (first-order) citation relationships among documents. The indirect (high-order) citation links have been explored in graph neural network–based methods, but these methods suffer from the well-known explainability problem. In this article, we propose a model called Graph Neural Collaborative Topic Model that takes advantage of both relational topic models and graph neural networks to capture high-order citation relationships and to have higher explainability due to the latent topic semantic structure. Experiments on three real-world citation datasets show that our model outperforms several competitive baseline methods on citation recommendation. In addition, we show that our approach can learn better topics than the existing approaches. The recommendation results can be well explained by the underlying topics.",2021,ACM Trans. Inf. Syst.,https://www.semanticscholar.org/paper/4e649c47486318816f2fb3d0990cd51705e87712,citation_recommendation
913f54b44dfb9202955fe296cf5586e1105565ea,A context-aware citation recommendation model with BERT and graph convolutional networks,"With the tremendous growth in the number of scientific papers being published, searching for references while writing a scientific paper is a time-consuming process. A technique that could add a reference citation at the appropriate place in a sentence will be beneficial. In this perspective, the context-aware citation recommendation has been researched for around two decades. Many researchers have utilized the text data called the context sentence, which surrounds the citation tag, and the metadata of the target paper to find the appropriate cited research. However, the lack of well-organized benchmarking datasets, and no model that can attain high performance has made the research difficult. In this paper, we propose a deep learning-based model and well-organized dataset for context-aware paper citation recommendation. Our model comprises a document encoder and a context encoder. For this, we use graph convolutional networks layer, and bidirectional encoder representations from transformers, a pre-trained model of textual data. By modifying the related PeerRead dataset, we propose a new dataset called FullTextPeerRead containing context sentences to cited references and paper metadata. To the best of our knowledge, this dataset is the first well-organized dataset for a context-aware paper recommendation. The results indicate that the proposed model with the proposed datasets can attain state-of-the-art performance and achieve a more than 28% improvement in mean average prec",2019,Scientometrics,https://www.semanticscholar.org/paper/913f54b44dfb9202955fe296cf5586e1105565ea,citation_recommendation
34d1174daea6d67624ba8213e4bda0606ee1b4c3,Citation recommendation: approaches and datasets,"Citation recommendation describes the task of recommending citations for a given text. Due to the overload of published scientific works in recent years on the one hand, and the need to cite the most appropriate publications when writing scientific texts on the other hand, citation recommendation has emerged as an important research topic. In recent years, several approaches and evaluation data sets have been presented. However, to the best of our knowledge, no literature survey has been conducted explicitly on citation recommendation. In this article, we give a thorough introduction to automatic citation recommendation research. We then present an overview of the approaches and data sets for citation recommendation and identify differences and commonalities using various dimensions. Last but not least, we shed light on the evaluation methods and outline general challenges in the evaluation and how to meet them. We restrict ourselves to citation recommendation for scientific publications, as this document type has been studied the most in this area. However, many of the observations and discussions included in this survey are also applicable to other types of text, such as news articles and encyclopedic articles.",2020,International Journal on Digital Libraries,https://www.semanticscholar.org/paper/34d1174daea6d67624ba8213e4bda0606ee1b4c3,citation_recommendation
0e812307073c0e6c3a344a0ea4cf69541608a9ab,Deep learning in citation recommendation models survey,"Abstract The huge amount of research papers on the web makes finding a relevant manuscript a difficult task. In recent years many models were introduced to support researchers by providing personalized citation recommendations. Moreover, deep learning methods have been employed in this domain to improve the quality of the final recommendations. However, a thorough study that classifies citation recommendation models and examines their (a) strengths and weaknesses, (b) evaluation metrics used, (c) popular datasets, and challenges faced is missing. Therefore, with this survey, we present a new classification approach for deep learning models that provide citation recommendation. Our approach uses the following six criteria: data factors, data representation methods, methodologies, types of recommendations used, problems addressed, and personalization. Additionally, we present a comparative analysis of those models that use the same set of evaluation metrics and datasets. Moreover, we examine hot upcoming issues and solutions in light of explored literature. Also, the survey discusses and analyzes the evaluation metrics and datasets adopted by the explored models. Finally, we conclude our survey with trends and future directions to further assist research on that domain.",2020,Expert systems with applications,https://www.semanticscholar.org/paper/0e812307073c0e6c3a344a0ea4cf69541608a9ab,citation_recommendation
056c729d847351f6fab25942de96d614a780300f,Automated citation recommendation tools encourage questionable citations,"Citing practices have long been at the heart of scientific reporting, playing both socially and epistemically important functions in science. While such practices have been relatively stable over time, recent attempts to develop automated citation recommendation tools have the potential to drastically impact citing practices. We claim that, even though such tools may come with tempting advantages, their development and implementation should be conducted with caution. Describing the role of citations in science’s current publishing and social reward structures, we argue that automated citation tools encourage questionable citing practices. More specifically, we describe how such tools may lead to an increase in: perfunctory citation and sloppy argumentation; affirmation biases; and Matthew effects. In addition, a lack of transparency of the tools’ underlying algorithmic structure renders their usage problematic. Hence, we urge that the consequences of citation recommendation tools should at least be understood and assessed before any attempts to implementation or broad distribution are undertaken.",2022,Research Evaluation,https://www.semanticscholar.org/paper/056c729d847351f6fab25942de96d614a780300f,citation_recommendation
bc7945e5d90fd10a23c76f56cfbcf13ce8b463f0,A Survey on Citation Recommendation System,"Citation recommendation is a technique that assists an academic publisher or scholar in identifying a selection of relevant works that can be cited while writing a paper. In comparison to prior years, it is clear that there is currently a deluge of articles being published every year. Each year, more than 50,000 publications in the field of artificial intelligence are published. As a result, the traditional way of identifying valid citations appears to be a very difficult process, as there appears to be a massive flow of data. Traditional recommendation systems, despite their prevalence, are ineffective and time-consuming. So far, several techniques to tackle this problem have been offered.In this study, we will look at a range of citation recommendation systems that have been developed so far, as well as their future potential.",2022,2022 Third International Conference on Intelligent Computing Instrumentation and Control Technologies (ICICICT),https://www.semanticscholar.org/paper/bc7945e5d90fd10a23c76f56cfbcf13ce8b463f0,citation_recommendation
105ab382a02dcbe2a013a7b5470a56f161e2bcf4,A deep learning approach for context-aware citation recommendation using rhetorical zone classification and similarity to overcome cold-start problem,"In the recent decade, the citation recommendation has emerged as an important research topic due to its need for the huge size of published scientific work. Among other citation recommendation techniques, the widely used content-based filtering (CBF) exploits research articles’ textual content to produce recommendations. However, CBF techniques are prone to the well-known cold-start problem. On the other hand, deep learning has shown its effectiveness in understanding the semantics of the text. The present paper proposes a citation recommendation system using deep learning models to classify rhetorical zones of the research articles and compute similarity using rhetorical zone embeddings that overcome the cold-start problem. Rhetorical zones are the predefined linguistic categories having some common characteristics about the text. A deep learning model is trained using ART and CORE datasets with an accuracy of 76 per cent. The final ranked lists of the recommendations have an average of 0.704 normalized discounted cumulative gain (nDCG) score involving ten domain experts. The proposed system is applicable for both local and global context-aware recommendations.",2022,Journal of Ambient Intelligence and Humanized Computing,https://www.semanticscholar.org/paper/105ab382a02dcbe2a013a7b5470a56f161e2bcf4,citation_recommendation
5500519f069d39d93d92f5ceab402d59a5735a39,Integrating Title and Citation Context Semantics of Citing Paper via Weighted Attentions for Local Citation Recommendation,"Citing comprehensively and appropriately has become a challenging task with the rapid growth of academic publications. Citation recommendation helps alleviate the burden of finding relevant and appropriate citations by recommending a list of academic papers for a given text. Existing approaches tried to determine whether a paper should be cited by measuring its relevance or similarity to a given citation circumstance. Citation circumstance modeling should consider many factors, such as the content of the citing paper, citation context words, citation network, and so on. However, most models only focus on citation context words and learn representations of citing paper through citation networks, putting little attention on citing paper content. In this paper, we regard the title as a summative and informative sentence relative to paper content and propose a novel model based on Bidirectional Gated Recurrent Units (BiGRUs) and Attentions. Our approach uses sequential embedding of paper title words for paper semantic representation and models citation circumstances by integrating citing paper title and citation context. Moreover, we introduce a semantic weight parameter to distinguish the importance of academic papers and citation contexts. Experiments on the ACL anthology network dataset show that our approach outperforms other state-of-the-art models in recall, MAP, MRR, and nDCG criteria.",2022,IEEE International Joint Conference on Neural Network,https://www.semanticscholar.org/paper/5500519f069d39d93d92f5ceab402d59a5735a39,citation_recommendation
ca2afde4470180dbcfaa27e7a5cd3c7679569771,Large-scale Evaluation of Transformer-based Article Encoders on the Task of Citation Recommendation,"Recently introduced transformer-based article encoders (TAEs) designed to produce similar vector representations for mutually related scientific articles have demonstrated strong performance on benchmark datasets for scientific article recommendation. However, the existing benchmark datasets are predominantly focused on single domains and, in some cases, contain easy negatives in small candidate pools. Evaluating representations on such benchmarks might obscure the realistic performance of TAEs in setups with thousands of articles in candidate pools. In this work, we evaluate TAEs on large benchmarks with more challenging candidate pools. We compare the performance of TAEs with a lexical retrieval baseline model BM25 on the task of citation recommendation, where the model produces a list of recommendations for citing in a given input article. We find out that BM25 is still very competitive with the state-of-the-art neural retrievers, a finding which is surprising given the strong performance of TAEs on small benchmarks. As a remedy for the limitations of the existing benchmarks, we propose a new benchmark dataset for evaluating scientific article representations: Multi-Domain Citation Recommendation dataset (MDCR), which covers different scientific fields and contains challenging candidate pools.",2022,SDP,https://www.semanticscholar.org/paper/ca2afde4470180dbcfaa27e7a5cd3c7679569771,citation_recommendation
921b2958cac4138d188fd5047aa12bbcf37ac867,Content-Based Citation Recommendation,"We present a content-based method for recommending citations in an academic paper draft. We embed a given query document into a vector space, then use its nearest neighbors as candidates, and rerank the candidates using a discriminative model trained to distinguish between observed and unobserved citations. Unlike previous work, our method does not require metadata such as author names which can be missing, e.g., during the peer review process. Without using metadata, our method outperforms the best reported results on PubMed and DBLP datasets with relative improvements of over 18% in F1@20 and over 22% in MRR. We show empirically that, although adding metadata improves the performance on standard metrics, it favors self-citations which are less useful in a citation recommendation setup. We release an online portal for citation recommendation based on our method, (URL: http://bit.ly/citeDemo) and a new dataset OpenCorpus of 7 million research articles to facilitate future research on this task.",2018,North American Chapter of the Association for Computational Linguistics,https://www.semanticscholar.org/paper/921b2958cac4138d188fd5047aa12bbcf37ac867,citation_recommendation
297041c9e0740feb9b395cca2f96fa6507f7dec4,Deep memory network with Bi-LSTM for personalized context-aware citation recommendation,"Abstract The explosive growth of data leads researchers to waste time and energy to search for papers they need. Context-aware citation recommendation aims to solve this problem by analyzing a citation context and provides a list of recommended papers. In this paper, we propose a context-aware citation recommendation model based on end to end memory network. The model learns the representations of papers and citation contexts respectively based on bidirectional long short-term memory (Bi-LSTM). In particular, we jointly integrate author information and citation relationship in the distributed vector representations of citation contexts and papers. Then calculates the continuous relevance between them based on a computational multilayers memory network. We also conduct experiments on three real-world datasets to evaluate the performance of our model.",2020,Neurocomputing,https://www.semanticscholar.org/paper/297041c9e0740feb9b395cca2f96fa6507f7dec4,citation_recommendation
8d379871d6c010f9eb3e82932bc6f21713e6c3af,Research paper recommendation system based on multiple features from citation network,"With tremendous growth in the volume of published scholarly work, it becomes quite difficult for researchers to find appropriate documents relevant to their research topic. Many research paper recommendation approaches have been proposed and implemented which include collaborative filtering, content-based, metadata, link-based and multi-level citation network. In this research, a novel Research paper Recommendation system is proposed by integrating Multiple Features (RRMF). RRMF constructs a multi-level citation network and collaboration network of authors for feature integration. The structure and semantic based relationships are identified from the citation network whereas key authors are extracted from collaboration network for the study. For experimentation and analysis, AMiner v12 DBLP-Citation Network is used that covers 4,894,081 academic papers and 45,564,149 citation relationships. The information retrieval metrices including Mean Average Precision, Mean Reciprocal Rank and Normalized Discounted Cumulative Gain are used for evaluating the performance of proposed system. The research results of proposed approach RRMF are compared with baseline Multilevel Simultaneous Citation Network (MSCN) and Google Scholar. Consequently, comparison of RRMF showed 87% better recommendations than the traditional MSCN and Google Scholar.",2024,Scientometrics,https://www.semanticscholar.org/paper/8d379871d6c010f9eb3e82932bc6f21713e6c3af,citation_recommendation
d4a4003d55f651b4305add668410f1978ce2940f,Citation Recommendation for Research Papers via Knowledge Graphs,"Citation recommendation for research papers is a valuable task that can help researchers improve the quality of their work by suggesting relevant related work. Current approaches for this task rely primarily on the text of the papers and the citation network. In this paper, we propose to exploit an additional source of information, namely research knowledge graphs (KG) that interlink research papers based on mentioned scientific concepts. Our experimental results demonstrate that the combination of information from research KGs with existing state-of-the-art approaches is beneficial. Experimental results are presented for the STM-KG (STM: Science, Technology, Medicine), which is an automatically populated knowledge graph based on the scientific concepts extracted from papers of ten domains. The proposed approach outperforms the state of the art with a mean average precision of 20.6% (+0.8) for the top-50 retrieved results.",2021,International Conference on Theory and Practice of Digital Libraries,https://www.semanticscholar.org/paper/d4a4003d55f651b4305add668410f1978ce2940f,citation_recommendation
5f7ebe8c27d3bbdc2d8851d8d70c8641a2a3ccd8,Attentive Stacked Denoising Autoencoder With Bi-LSTM for Personalized Context-Aware Citation Recommendation,"The rapid growth of scientific publications brings the problem of finding appropriate citations for authors. Context-aware citation recommendation is an essential technology to overcome this obstacle when given a fragment of manuscript. In this article, we propose a novel neural network model for context-aware citation recommendation by combining stacked denoising autoencoders (SDAE) and Bi-LSTM. To obtain effective embedding for cited paper, we extend SDAE into attentive SDAE (ASDAE) by utilizing the attentive information from citation context, which essentially enhance the learning ability of original SDAE. For citation context, we devise an attentive Bi-LSTM to obtain effective embedding. Specifically, the attentive Bi-LSTM is able to extract suitable citation context and recommend citations simultaneously when given a long text, which is a issue that few papers addressed before. We also integrate personalized author information to improve the performance of recommendation. Our model is essentially a seemly integration of different types of neural network with latent variables. We derive the generative process of our model, and develop a learning algorithm based on maximum a posteriori (MAP) estimation. Experimental results on the RefSeer, ANN and DBLP datasets show that our model outperforms baseline methods.",2020,IEEE/ACM Transactions on Audio Speech and Language Processing,https://www.semanticscholar.org/paper/5f7ebe8c27d3bbdc2d8851d8d70c8641a2a3ccd8,citation_recommendation
